id,index,Event Date,Pref_days,pref_times,pref_topic,Pref_days_cleaned,pref_times_cleaned,pref_topic_cleaned,category,final_category
8907198922,48,2025-04-10,Fridays,4pm - 6pm, legal,Fridays,4pm - 6pm,legal,finance & legal,finance & legal
8907256684,49,2025-04-10,Thursdays,6pm - 8pm,Businesses in trend ,Thursdays,6pm - 8pm,businesses in trend,business,business
8907256684,49,2025-04-10,Thursdays,6pm - 8pm,beauty industry,Thursdays,6pm - 8pm,beauty industry,industry specific,specialized
8907256684,49,2025-04-10, Fridays,6pm - 8pm,Businesses in trend ,Fridays,6pm - 8pm,businesses in trend,business,business
8907256684,49,2025-04-10, Fridays,6pm - 8pm,beauty industry,Fridays,6pm - 8pm,beauty industry,industry specific,specialized
8907256684,49,2025-04-10, Saturdays,6pm - 8pm,Businesses in trend ,Saturdays,6pm - 8pm,businesses in trend,business,business
8907256684,49,2025-04-10, Saturdays,6pm - 8pm,beauty industry,Saturdays,6pm - 8pm,beauty industry,industry specific,specialized
8907259768,50,2025-04-10,Fridays,6pm - 8pm,New business ideas,Fridays,6pm - 8pm,new business ideas,business,business
8907276201,51,2025-04-10,Thursdays,6pm - 8pm,New latest business ideas,Thursdays,6pm - 8pm,new latest business ideas,business,business
8907276201,51,2025-04-10, Fridays,6pm - 8pm,New latest business ideas,Fridays,6pm - 8pm,new latest business ideas,business,business
8907383301,52,2025-04-10,Tuesdays,4pm - 6pm,Marketing,Tuesdays,4pm - 6pm,marketing,marketing & sales,marketing & sales
8907612004,53,2025-04-10,Thursdays,6pm - 8pm,Networking,Thursdays,6pm - 8pm,networking,networking,networking
8907612004,53,2025-04-10,Thursdays,6pm - 8pm, startups,Thursdays,6pm - 8pm,startups,startup & entrepreneurship,startup & entrepreneurship
8907612004,53,2025-04-10,Thursdays,6pm - 8pm, funding,Thursdays,6pm - 8pm,funding,finance & legal,finance & legal
8907612004,53,2025-04-10,Thursdays, 4pm - 6pm,Networking,Thursdays,4pm - 6pm,networking,networking,networking
8907612004,53,2025-04-10,Thursdays, 4pm - 6pm, startups,Thursdays,4pm - 6pm,startups,startup & entrepreneurship,startup & entrepreneurship
8907612004,53,2025-04-10,Thursdays, 4pm - 6pm, funding,Thursdays,4pm - 6pm,funding,finance & legal,finance & legal
8907612004,53,2025-04-10, Fridays,6pm - 8pm,Networking,Fridays,6pm - 8pm,networking,networking,networking
8907612004,53,2025-04-10, Fridays,6pm - 8pm, startups,Fridays,6pm - 8pm,startups,startup & entrepreneurship,startup & entrepreneurship
8907612004,53,2025-04-10, Fridays,6pm - 8pm, funding,Fridays,6pm - 8pm,funding,finance & legal,finance & legal
8907612004,53,2025-04-10, Fridays, 4pm - 6pm,Networking,Fridays,4pm - 6pm,networking,networking,networking
8907612004,53,2025-04-10, Fridays, 4pm - 6pm, startups,Fridays,4pm - 6pm,startups,startup & entrepreneurship,startup & entrepreneurship
8907612004,53,2025-04-10, Fridays, 4pm - 6pm, funding,Fridays,4pm - 6pm,funding,finance & legal,finance & legal
